restaurant_name,food_item,description,special_price,special_from,special_to,packaging_charge,max_packaging_charge,price,status,available_from,available_to,breakfast_available_from,breakfast_available_to,lunch_available_from,lunch_available_to,dinner_available_from,dinner_available_to,available_days,item_status,image,main_cat,sub_cat,recommended,ingredients,cat_order,product_order
DRUNKEN MONKEY,Tropical Characoal Smoothie Bowl Regular,"A luscious goodness bowl from the tropics with pineapple, pomegranate, chikoo, blended with apple, banana, infused by activated charcoal, topped with kiwi and coconut",,,,0,0,249,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothie Bowls,,0,,2,1
DRUNKEN MONKEY,Spinach & Beet Smoothie Bowl Regular,"A lush and divine bowl of spinach, beetroot, apple, strawberry, blended with coconut milk, sunflower seeds, banana, topped with kiwi, pumpkin seeds, basil seeds and chia seeds.",,,,0,0,249,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothie Bowls,,0,,3,1
DRUNKEN MONKEY,Cereal & Malt Smoothie Bowl Regular,"A nutritious bowl with healthy cereal, apple, malt, blended with banana, chikoo with a dash of coconut milk, topped with pomegranate, pecan nuts, cashews, almonds and chia seeds.",,,,0,0,249,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothie Bowls,,0,,3,1
DRUNKEN MONKEY,Chocolate & Love Smoothie Bowl Regular,"A sumptuous and healthy bowl packed with love, chocolate, hazelnut, oreo, blended with apple, chikoo, banana, coconut milk, topped with cashews, almonds, pumpkin seeds and chia seeds.",,,,0,0,249,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothie Bowls,,0,,3,1
DRUNKEN MONKEY,Mango The Dark Night Smoothie Bowl Regular,"A rare combination of mango infused with activated charcoal, blended with pineapple, chikoo, banana, topped with coconut, pomegranate and kiwi",,,,0,0,249,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothie Bowls,,0,,3,1
DRUNKEN MONKEY,Mango The Emperors Smoothie Bowl Regular,"A regal bowl of mango 'the king of fruits’, blended with apple, chikoo, coconut milk, banana, topped with kiwi, pomegranate and basil seeds",,,,0,0,249,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothie Bowls,,0,,3,1
DRUNKEN MONKEY,Strawberry Epic Body & Soul 1,blended with watermelon and basil seeds,,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Black Grape Magic Body & Soul 1,"blended with watermelon, pineapple and banana",,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Watermelon Classic Mint Body & Soul 1,blended with a ting of mint,,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Mushmelon Epic Body & Soul 1,"blended with coconut, watermelon, apple, pumpkin seeds and basil seeds",,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Avocado Shake Body & Soul 2,blended with dairy,,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Pomegranate Epic Body & Soul 2,"blended with pineapple, apple and coconut",,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Chikoo Choco Magic Body & Soul 2,"blended with banana, chocolate, almonds, cashews and 10% dairy",,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Watermelon Lime Hydrator Body & Soul 2,,,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Super Fibre Meal Body & Soul 3,"blended with avocado, apple, pineapple, banana, green grape, cashews, almonds, chia seeds and basil seeds",,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Sexy Spinach Body & Soul 3,"blended with green grape, cucumber, lime, mint and chia seeds",,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Beet the Root Body & Soul 3,"blended with apple, carrot, cashews and almonds",,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Cucumber Cooler Body & Soul 3,"blended with watermelon, lime and mint",,,,0,0,499,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Body & Souls,,0,,3,1
DRUNKEN MONKEY,Nutcase Smoothie Naturally High Part 1,"blended with dates, figs, almonds, cashews and 10% dairy",,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Strawberry Nutella Magic Smoothie Naturally High Part 1,"blended with nutella, banana, cashews, almonds and 10% dairy",,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Black Grape Shake Naturally High Part 1,blended with dairy,,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Apple Caramel Magic Naturally High Part 1,"blended with chikoo, caramel, almonds, cashews and 10% dairy",,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Dragon Fruit Epic Naturally High Part 2,blended with watermelon and basil seeds,,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Avocada Magic The Pharaoh Naturally High Part 2,"blended with dates, figs, almonds, cashews, basil seeds, apple, banana and 10% dairy",,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Pomegranate Magic Naturally High Part 2,"blended with black grape, apple, chia seeds, basil seeds and 10% dairy",,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Watermelon Summertime Madness Naturally High Part 2,"blended with green grapes, muskmelon, basil seeds and 10% dairy",,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Date Nite Naturally High Part 3,"blended with dates, cashews, almonds, apple, banana and muskmelon",,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Fig-er-it-Out Naturally High Part 3,"blended with figs, cashews, almonds, apple, banana and muskmelon",,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Nutcase Naturally High Part 3,"blended with dates, figs, coconut milk, almonds and cashews",,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Crazy Stupid Vegan Naturally High Part 3,"blended with apple, watermelon, banana, pomegranate, pumpkin seeds, chia seeds and basil seeds",,,,0,0,599,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Naturally High Parts,,0,,3,1
DRUNKEN MONKEY,Watermelon Smoothies Classic,,,,,0,0,129,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Watermelon Smoothies Classic Mint,blended with a ting of mint,,,,0,0,129,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Watermelon Smoothies Epic,blended with pineapple,,,,0,0,129,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Watermelon Smoothies Magic,"blended with apple, basil seeds, muskmelon and 10% dairy",,,,0,0,129,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Watermelon Smoothies Shake,blended with dairy,,,,0,0,129,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Watermelon Smoothies Summer Time Madness,"blended with green grapes, muskmelon, basil seeds and 10% dairy",,,,0,0,129,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Pineapple Smoothi Classic,,,,,0,0,139,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Pineapple Smoothi Classic Mint,blended with a ting of mint,,,,0,0,139,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Pineapple Smoothi Epic,blended with watermelon,,,,0,0,139,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Pineapple Smoothi Magic,blended with apple and coconut,,,,0,0,139,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Banana Smoothi Classic,blended with 10%,,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Banana Smoothi Epic,"blended with apple, chikoo, chia seeds, basil seeds, sunflower seeds, cashews and almonds",,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Banana Smoothi Nutella Magic,"blended with chikoo, nutella, cashew, almonds, sunflower seeds and 10% dairy",,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Banana Smoothi Shake,blended with dairy,,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Muskmelon Smoothi Classic,blended with 10% dairy,,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Muskmelon Smoothi Epic,"blended with coconut, watermelon, apple, pumpkin seeds and basil seeds",,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Muskmelon Smoothi Magic,"blended with banana, basil seeds, cashews, almonds and 10% dairy",,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Mushmelon Smoothi Shake,blended with dairy,,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Papaya Smoothi Epic,blended with pineapple,,,,0,0,179,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Papaya Smoothi Magic,"blended with chikoo, banana, sunflower seeds, chia seeds, basil seeds, almonds and cashews",,,,0,0,179,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Chikoo Smoothi Classic,,,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Chikoo Smoothi Epic,"blended with dates, cashews, almonds, chia seeds and 10% dairy",,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Chikoo Smoothi Choco Magic,"blended with banana, chocolate, almonds, cashews and 10% dairy",,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Chikoo Smoothi Shake,blended with dairy,,,,0,0,149,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Apple Smoothi Classic Mint,blended with a ting of mint,,,,0,0,159,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Apple Smoothi Epic,"blended with pineapple, banana, chia seeds, basil seeds and pumpkin seeds",,,,0,0,159,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Apple Smoothi Caramel Magic,"blended with chikoo, caramel, almonds, cashews and 10% dairy",,,,0,0,179,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Apple Smoothi Cinnamon Shake,,,,,0,0,199,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Apple Smoothi Cinnamon Caffe Latte,,,,,0,0,199,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Pomegranate Smoothi Classic,,,,,0,0,169,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Pomegranate Smoothi Epic,"blended with pineapple, apple and coconut",,,,0,0,169,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Pomegranate Smoothi Magic,"blended with black grape, apple, chia seeds, basil seeds and 10% dairy",,,,0,0,169,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Pomegranate Smoothi Shake,blended with dairy,,,,0,0,169,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Kiwi Smoothi Epic,"blended with watermelon, apple and basil seeds",,,,0,0,229,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Kiwi Smoothi Magic,"blended with pomegranate, coconut, apple, carrot and banana",,,,0,0,229,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Kiwi Smoothi Shake,blended with dairy,,,,0,0,229,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Dragon Fruit Smoothi Epic,blended with watermelon and basil seeds,,,,0,0,229,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Dragon Fruit Smoothi Magic,"blended with apple, banana, almonds, cashews, chia seeds and 10% dairy",,,,0,0,229,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Dragon Fruit Smoothi Shake,blended with dairy,,,,0,0,229,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Avocado Smoothi Epic,"blended with spinach, chia seeds, banana, almonds and cashews",,,,0,0,279,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Avocado Smoothi Magic The Pharoah,"blended with dates, figs, apple, banana, almonds, cashews, basil seeds, and 10% dairy",,,,0,0,279,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Avocado Smoothi Shake,blended with dairy,,,,0,0,279,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Date Nite Smoothi Original,"blended with dates, cashews, almonds, apple, banana and 10% dairy",,,,0,0,199,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Date Nite Smoothi Vegan,"blended with dates, cashews, almonds, apple, banana and muskmelon",,,,0,0,199,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Date Nite Smoothi Shake,blended with dairy,,,,0,0,219,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Fig-er-it-out Smoothi Original,"blended with figs, cashews, almonds, apple, banana and 10% dairy",,,,0,0,219,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Fig-er-it-out Smoothi Vegan,"blended with figs, cashews, almonds, apple, banana and muskmelon",,,,0,0,219,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Fig-er-it-out Smoothi Shake,blended with dairy,,,,0,0,239,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Nutcase Part 1 Original,"blended with dates, figs, almonds, cashews and 10% dairy",,,,0,0,199,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Nutcase Part 2,"blended with dates, figs, nutella, cashews, almonds, apple, banana and 10% dairy",,,,0,0,229,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Nutcased Coffee,"blended with dates, figs, coffee, almonds, cashews and 10% dairy",,,,0,0,229,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Nutcase Vegan,"blended with dates, figs, coconut milk, almonds and cashews",,,,0,0,249,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Crazy Stupid Smoothi Part 1,"blended with dates, figs, apple, chikoo, pomegranate, pumpkin seeds, almonds, cashews, chia seeds, basil seeds and 10% dairy",,,,0,0,209,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Crazy Stupid Smoothi Vegan,"blended with apple, watermelon, pomegranate, banana, pumpkin seeds, chia seeds and basil seeds",,,,0,0,209,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Crazy Stupid Smoothi Shake,"blended with watermelon, apple, kiwi, chikoo, cashews, almonds and 10% dairy",,,,0,0,249,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Crazy Stupid Smoothi Part 2,"blended with nutella, dates, figs, apple, chikoo, pomegranate, pumpkin seeds, chia seeds, basil seeds, almonds, cashews and 10% dairy",,,,0,0,249,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Money Confidential Smoothi Part 1,,,,,0,0,199,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Money Confidential Smoothi Vegan,,,,,0,0,199,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Money Confidential Smoothi Part 2,,,,,0,0,239,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Money Confidential Smoothi Part 3,,,,,0,0,239,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Mondy Confidential Smoothi Money King ,,,,,0,0,239,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Veggie Smoothi Beet The Root,"blended with apple, carrot, cashews and almonds",,,,0,0,179,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Veggie Smoothi Sexy Spinach ,"blended with green grape, cucumber, lime, mint and chia seeds",,,,0,0,179,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Veggie Smoothi Cucumber Cooler,"blended with watermelon, lime and mint",,,,0,0,179,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Veggie Smoothi Crazy Carrot,"blended with pineapple, cashews and almonds",,,,0,0,179,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Veggie Smoothi Super Veggie,"blended with cucumber, spinach, carrot, apple, beetroot, chia seeds and basil seeds",,,,0,0,179,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Dates and Cereal Meal,"blended with dates, cereal, apple, green grapes and 10% dairy",,,,0,0,209,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Wholesome Coffee Meal,"blended with coffee, cereal, apple, almonds, cashews and 10% dairy",,,,0,0,209,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Caramel & Muesli Meal,"blended with caramel, muesli, apple, chikoo, muskmelon, almonds, cashews, chia seeds and 10% dairy",,,,0,0,209,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
DRUNKEN MONKEY,Horlicks Meal,"blended with horlicks, cereal, muesli, apple, banana, almonds, cashews and 10% dairy",,,,0,0,209,veg,10:00AM,11:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Smoothies By Fruits,,0,,3,1
